Date,Product,Number of Sales,Weather,Holiday,Weekend,Price,Address
12/19/2022,Steak 1,1,Cloudy,No,False,11.72,123
12/19/2022,Steak 1,7,Cloudy,No,False,18.84,789
12/19/2022,Steak 2,0,Cloudy,No,False,9.04,123
12/19/2022,Steak 2,4,Cloudy,No,False,22.35,456
12/19/2022,Tacos 1,7,Cloudy,No,False,11.31,456
12/19/2022,Tacos 3,5,Cloudy,No,False,7.81,789
12/19/2022,Steak 2,17,Cloudy,No,False,5.74,789
12/19/2022,Ramen 3,9,Cloudy,No,False,12.25,456
12/19/2022,Sushi 1,18,Cloudy,No,False,8.67,123
12/19/2022,Sushi 1,0,Cloudy,No,False,15.79,456
12/19/2022,Sushi 1,2,Cloudy,No,False,7.47,789
12/19/2022,Sushi 2,10,Cloudy,No,False,13.59,123
12/19/2022,Sushi 2,8,Cloudy,No,False,5.53,456
12/19/2022,Sushi 2,12,Cloudy,No,False,9.29,789
12/19/2022,Ramen 3,18,Cloudy,No,False,6.62,789
12/19/2022,Ramen 1,6,Cloudy,No,False,8.87,456
12/19/2022,Ramen 1,15,Cloudy,No,False,21.0,789
12/19/2022,Ramen 2,1,Cloudy,No,False,24.46,123
12/19/2022,Ramen 2,9,Cloudy,No,False,16.81,456
12/19/2022,Ramen 2,6,Cloudy,No,False,6.39,789
12/19/2022,Ramen 3,8,Cloudy,No,False,6.1,123
12/19/2022,Ramen 1,5,Cloudy,No,False,12.99,123
12/20/2022,Tacos 1,8,Cloudy,No,False,15.62,789
12/20/2022,Tacos 2,1,Cloudy,No,False,12.82,123
12/20/2022,Tacos 2,3,Cloudy,No,False,21.81,456
12/20/2022,Tacos 2,11,Cloudy,No,False,16.8,789
12/20/2022,Tacos 3,4,Cloudy,No,False,19.27,123
12/20/2022,Tacos 3,7,Cloudy,No,False,8.44,456
12/20/2022,Steak 1,4,Cloudy,No,False,20.7,456
12/20/2022,Steak 1,6,Cloudy,No,False,12.86,123
12/20/2022,Steak 1,14,Cloudy,No,False,10.16,789
12/20/2022,Steak 2,16,Cloudy,No,False,18.66,123
12/20/2022,Steak 2,7,Cloudy,No,False,9.98,456
12/20/2022,Tacos 1,19,Cloudy,No,False,13.65,456
12/20/2022,Tacos 3,11,Cloudy,No,False,23.63,789
12/20/2022,Tacos 1,1,Cloudy,No,False,22.57,123
12/20/2022,Steak 2,12,Cloudy,No,False,16.03,789
12/20/2022,Ramen 3,9,Cloudy,No,False,7.09,456
12/20/2022,Sushi 1,10,Cloudy,No,False,15.1,123
12/20/2022,Sushi 1,9,Cloudy,No,False,22.44,789
12/20/2022,Sushi 2,2,Cloudy,No,False,24.55,123
12/20/2022,Sushi 2,15,Cloudy,No,False,16.64,456
12/20/2022,Sushi 2,7,Cloudy,No,False,14.82,789
12/20/2022,Ramen 3,10,Cloudy,No,False,11.43,789
12/20/2022,Ramen 1,7,Cloudy,No,False,10.16,456
12/20/2022,Ramen 1,20,Cloudy,No,False,15.02,789
12/20/2022,Ramen 2,17,Cloudy,No,False,17.54,123
12/20/2022,Ramen 2,17,Cloudy,No,False,22.56,456
12/20/2022,Ramen 3,17,Cloudy,No,False,12.98,123
12/20/2022,Ramen 1,14,Cloudy,No,False,7.45,123
12/26/2022,Tacos 1,4,Cloudy,No,False,13.74,789
12/26/2022,Tacos 2,2,Cloudy,No,False,14.08,123
12/26/2022,Tacos 2,12,Cloudy,No,False,10.05,456
12/26/2022,Tacos 3,14,Cloudy,No,False,19.57,123
12/26/2022,Tacos 3,13,Cloudy,No,False,20.31,456
12/26/2022,Steak 1,13,Cloudy,No,False,10.7,456
12/26/2022,Steak 1,9,Cloudy,No,False,16.35,789
12/26/2022,Steak 2,3,Cloudy,No,False,22.85,123
12/26/2022,Steak 2,19,Cloudy,No,False,21.08,456
12/26/2022,Tacos 1,7,Cloudy,No,False,12.91,456
12/26/2022,Tacos 3,16,Cloudy,No,False,5.9,789
12/26/2022,Tacos 1,11,Cloudy,No,False,9.6,123
12/26/2022,Steak 2,7,Cloudy,No,False,15.66,789
12/26/2022,Ramen 3,13,Cloudy,No,False,12.95,456
12/26/2022,Sushi 1,16,Cloudy,No,False,18.72,123
12/26/2022,Sushi 1,16,Cloudy,No,False,11.68,456
12/26/2022,Sushi 1,12,Cloudy,No,False,15.03,789
12/26/2022,Sushi 2,9,Cloudy,No,False,13.98,123
12/26/2022,Sushi 2,16,Cloudy,No,False,21.04,456
12/26/2022,Sushi 2,17,Cloudy,No,False,10.86,789
12/26/2022,Ramen 3,16,Cloudy,No,False,17.87,789
12/26/2022,Ramen 1,2,Cloudy,No,False,24.61,456
12/26/2022,Ramen 1,13,Cloudy,No,False,17.54,789
12/26/2022,Ramen 2,20,Cloudy,No,False,6.79,123
12/26/2022,Ramen 2,13,Cloudy,No,False,6.24,456
12/26/2022,Ramen 2,16,Cloudy,No,False,22.95,789
12/26/2022,Ramen 3,4,Cloudy,No,False,22.74,123
12/26/2022,Ramen 1,7,Cloudy,No,False,8.92,123
12/30/2022,Tacos 1,6,Cloudy,No,False,5.64,456
12/30/2022,Tacos 2,2,Cloudy,No,False,22.38,123
12/30/2022,Tacos 2,8,Cloudy,No,False,16.41,456
12/30/2022,Tacos 2,6,Cloudy,No,False,16.84,789
12/30/2022,Tacos 3,6,Cloudy,No,False,16.11,123
12/30/2022,Steak 1,14,Cloudy,No,False,23.78,456
12/30/2022,Tacos 3,9,Cloudy,No,False,22.2,789
12/30/2022,Steak 1,11,Cloudy,No,False,24.15,123
12/30/2022,Steak 1,19,Cloudy,No,False,12.11,789
12/30/2022,Steak 2,10,Cloudy,No,False,24.23,123
12/30/2022,Steak 2,11,Cloudy,No,False,12.21,456
12/30/2022,Tacos 1,9,Cloudy,No,False,10.18,123
12/30/2022,Tacos 3,1,Cloudy,No,False,18.27,456
12/30/2022,Steak 2,17,Cloudy,No,False,24.23,789
12/30/2022,Ramen 3,6,Cloudy,No,False,13.24,789
12/30/2022,Ramen 3,16,Cloudy,No,False,17.23,123
12/30/2022,Ramen 3,3,Cloudy,No,False,18.74,456
12/30/2022,Sushi 1,1,Cloudy,No,False,9.44,123
12/30/2022,Sushi 1,18,Cloudy,No,False,21.5,456
12/30/2022,Sushi 1,6,Cloudy,No,False,7.49,789
12/30/2022,Sushi 2,1,Cloudy,No,False,16.23,456
12/30/2022,Sushi 2,12,Cloudy,No,False,24.88,789
12/30/2022,Sushi 2,3,Cloudy,No,False,12.38,123
12/30/2022,Ramen 1,6,Cloudy,No,False,23.52,456
12/30/2022,Ramen 1,18,Cloudy,No,False,5.63,789
12/30/2022,Ramen 2,10,Cloudy,No,False,20.92,123
12/30/2022,Ramen 2,19,Cloudy,No,False,13.54,789
12/30/2022,Ramen 1,9,Cloudy,No,False,9.61,123
01/07/2023,Tacos 3,16,Cloudy,No,False,19.36,123
01/07/2023,Tacos 1,7,Cloudy,No,False,13.2,789
01/07/2023,Tacos 2,16,Cloudy,No,False,24.23,123
01/07/2023,Tacos 2,18,Cloudy,No,False,9.56,456
01/07/2023,Tacos 2,12,Cloudy,No,False,16.71,789
01/07/2023,Tacos 3,0,Cloudy,No,False,11.07,456
01/07/2023,Steak 2,18,Cloudy,No,False,7.36,789
01/07/2023,Steak 1,11,Cloudy,No,False,14.02,123
01/07/2023,Steak 1,14,Cloudy,No,False,24.26,789
01/07/2023,Steak 2,1,Cloudy,No,False,15.66,123
01/07/2023,Steak 2,0,Cloudy,No,False,23.01,456
01/07/2023,Tacos 1,8,Cloudy,No,False,9.08,456
01/07/2023,Tacos 1,17,Cloudy,No,False,24.97,123
01/07/2023,Steak 1,13,Cloudy,No,False,20.59,456
01/07/2023,Ramen 3,15,Cloudy,No,False,10.93,456
01/07/2023,Ramen 3,12,Cloudy,No,False,8.8,789
01/07/2023,Sushi 1,0,Cloudy,No,False,6.88,123
01/07/2023,Sushi 1,15,Cloudy,No,False,7.49,456
01/07/2023,Sushi 1,3,Cloudy,No,False,20.24,789
01/07/2023,Sushi 2,13,Cloudy,No,False,14.77,456
01/07/2023,Sushi 2,8,Cloudy,No,False,19.65,123
01/07/2023,Ramen 1,12,Cloudy,No,False,5.5,456
01/07/2023,Ramen 1,20,Cloudy,No,False,18.16,789
01/07/2023,Ramen 2,20,Cloudy,No,False,14.34,123
01/07/2023,Ramen 2,9,Cloudy,No,False,9.48,456
01/07/2023,Ramen 2,4,Cloudy,No,False,20.45,789
01/07/2023,Ramen 3,13,Cloudy,No,False,12.8,123
01/07/2023,Ramen 1,10,Cloudy,No,False,15.07,123
01/09/2023,Tacos 1,3,Cloudy,No,False,7.0,789
01/09/2023,Tacos 2,3,Cloudy,No,False,18.1,123
01/09/2023,Tacos 2,20,Cloudy,No,False,8.04,456
01/09/2023,Tacos 2,8,Cloudy,No,False,24.44,789
01/09/2023,Tacos 3,1,Cloudy,No,False,8.35,123
01/09/2023,Tacos 3,14,Cloudy,No,False,5.37,456
01/09/2023,Steak 2,4,Cloudy,No,False,14.97,789
01/09/2023,Steak 1,4,Cloudy,No,False,14.13,123
01/09/2023,Steak 1,18,Cloudy,No,False,24.72,789
01/09/2023,Steak 2,16,Cloudy,No,False,14.51,123
01/09/2023,Steak 2,10,Cloudy,No,False,14.71,456
01/09/2023,Tacos 1,9,Cloudy,No,False,7.72,456
01/09/2023,Tacos 3,15,Cloudy,No,False,9.43,789
01/09/2023,Tacos 1,16,Cloudy,No,False,16.2,123
01/09/2023,Steak 1,14,Cloudy,No,False,8.65,456
01/09/2023,Ramen 3,9,Cloudy,No,False,18.52,456
01/09/2023,Sushi 1,12,Cloudy,No,False,24.6,123
01/09/2023,Sushi 1,12,Cloudy,No,False,5.97,456
01/09/2023,Sushi 1,9,Cloudy,No,False,22.64,789
01/09/2023,Sushi 2,5,Cloudy,No,False,23.09,123
01/09/2023,Sushi 2,13,Cloudy,No,False,11.72,456
01/09/2023,Sushi 2,20,Cloudy,No,False,7.58,789
01/09/2023,Ramen 3,10,Cloudy,No,False,6.63,789
01/09/2023,Ramen 1,0,Cloudy,No,False,24.23,456
01/09/2023,Ramen 1,11,Cloudy,No,False,23.2,789
01/09/2023,Ramen 2,19,Cloudy,No,False,5.57,123
01/09/2023,Ramen 2,18,Cloudy,No,False,9.43,456
01/09/2023,Ramen 2,7,Cloudy,No,False,18.41,789
01/09/2023,Ramen 3,13,Cloudy,No,False,22.69,123
01/09/2023,Ramen 1,19,Cloudy,No,False,7.63,123
01/14/2023,Tacos 3,12,Cloudy,No,False,20.07,123
01/14/2023,Tacos 1,14,Cloudy,No,False,20.82,789
01/14/2023,Tacos 2,9,Cloudy,No,False,14.08,123
01/14/2023,Tacos 2,6,Cloudy,No,False,11.77,456
01/14/2023,Tacos 2,2,Cloudy,No,False,10.52,789
01/14/2023,Tacos 3,16,Cloudy,No,False,12.19,456
01/14/2023,Tacos 1,5,Cloudy,No,False,24.17,456
01/14/2023,Steak 1,3,Cloudy,No,False,16.48,123
01/14/2023,Steak 1,11,Cloudy,No,False,8.89,456
01/14/2023,Steak 1,3,Cloudy,No,False,9.57,789
01/14/2023,Steak 2,1,Cloudy,No,False,19.42,123
01/14/2023,Steak 2,4,Cloudy,No,False,13.62,456
01/14/2023,Tacos 3,2,Cloudy,No,False,5.14,789
01/14/2023,Tacos 1,7,Cloudy,No,False,17.47,123
01/14/2023,Steak 2,13,Cloudy,No,False,21.21,789
01/14/2023,Ramen 3,13,Cloudy,No,False,19.4,456
01/14/2023,Sushi 1,7,Cloudy,No,False,17.46,123
01/14/2023,Sushi 1,4,Cloudy,No,False,21.74,456
01/14/2023,Sushi 1,18,Cloudy,No,False,9.44,789
01/14/2023,Sushi 2,14,Cloudy,No,False,8.94,123
01/14/2023,Sushi 2,16,Cloudy,No,False,6.07,456
01/14/2023,Ramen 3,16,Cloudy,No,False,9.57,789
01/14/2023,Ramen 1,9,Cloudy,No,False,14.61,456
01/14/2023,Ramen 1,3,Cloudy,No,False,14.28,789
01/14/2023,Ramen 2,4,Cloudy,No,False,8.03,123
01/14/2023,Ramen 2,16,Cloudy,No,False,21.06,456
01/14/2023,Ramen 3,20,Cloudy,No,False,15.94,123
01/14/2023,Ramen 1,8,Cloudy,No,False,12.37,123
01/16/2023,Tacos 1,17,Cloudy,No,False,6.06,789
01/16/2023,Tacos 2,11,Cloudy,No,False,18.62,123
01/16/2023,Tacos 2,0,Cloudy,No,False,19.46,456
01/16/2023,Tacos 2,17,Cloudy,No,False,22.31,789
01/16/2023,Tacos 3,14,Cloudy,No,False,16.84,123
01/16/2023,Steak 1,9,Cloudy,No,False,9.72,456
01/16/2023,Tacos 3,8,Cloudy,No,False,14.1,789
01/16/2023,Steak 1,5,Cloudy,No,False,21.98,123
01/16/2023,Steak 1,17,Cloudy,No,False,23.85,789
01/16/2023,Steak 2,16,Cloudy,No,False,8.43,123
01/16/2023,Steak 2,7,Cloudy,No,False,5.86,456
01/16/2023,Tacos 1,14,Cloudy,No,False,22.29,123
01/16/2023,Tacos 3,15,Cloudy,No,False,13.36,456
01/16/2023,Steak 2,16,Cloudy,No,False,10.43,789
01/16/2023,Ramen 3,19,Cloudy,No,False,21.32,789
01/16/2023,Ramen 3,20,Cloudy,No,False,8.67,123
01/16/2023,Ramen 3,16,Cloudy,No,False,13.49,456
01/16/2023,Sushi 1,8,Cloudy,No,False,15.28,123
01/16/2023,Sushi 1,3,Cloudy,No,False,15.37,456
01/16/2023,Sushi 1,20,Cloudy,No,False,7.92,789
01/16/2023,Sushi 2,16,Cloudy,No,False,11.79,456
01/16/2023,Sushi 2,10,Cloudy,No,False,22.7,789
01/16/2023,Sushi 2,10,Cloudy,No,False,16.84,123
01/16/2023,Ramen 1,11,Cloudy,No,False,11.72,456
01/16/2023,Ramen 1,13,Cloudy,No,False,6.4,789
01/16/2023,Ramen 2,6,Cloudy,No,False,21.22,456
01/16/2023,Ramen 2,4,Cloudy,No,False,24.14,789
01/16/2023,Ramen 1,1,Cloudy,No,False,5.75,123
01/30/2023,Tacos 1,3,Cloudy,No,False,15.6,789
01/30/2023,Tacos 2,16,Cloudy,No,False,20.2,123
01/30/2023,Tacos 2,2,Cloudy,No,False,14.91,456
01/30/2023,Tacos 2,19,Cloudy,No,False,7.95,789
01/30/2023,Tacos 3,8,Cloudy,No,False,7.18,123
01/30/2023,Tacos 3,9,Cloudy,No,False,12.07,456
01/30/2023,Steak 1,18,Cloudy,No,False,23.09,456
01/30/2023,Steak 1,9,Cloudy,No,False,10.33,123
01/30/2023,Steak 2,16,Cloudy,No,False,9.89,123
01/30/2023,Steak 2,0,Cloudy,No,False,23.94,456
01/30/2023,Tacos 1,7,Cloudy,No,False,24.39,456
01/30/2023,Tacos 3,4,Cloudy,No,False,15.74,789
01/30/2023,Tacos 1,7,Cloudy,No,False,7.08,123
01/30/2023,Steak 2,7,Cloudy,No,False,6.52,789
01/30/2023,Ramen 3,4,Cloudy,No,False,23.54,456
01/30/2023,Sushi 1,11,Cloudy,No,False,5.73,123
01/30/2023,Sushi 1,13,Cloudy,No,False,20.68,456
01/30/2023,Sushi 1,12,Cloudy,No,False,11.95,789
01/30/2023,Sushi 2,5,Cloudy,No,False,17.07,123
01/30/2023,Sushi 2,15,Cloudy,No,False,7.96,456
01/30/2023,Sushi 2,11,Cloudy,No,False,18.37,789
01/30/2023,Ramen 1,4,Cloudy,No,False,8.58,456
01/30/2023,Ramen 1,6,Cloudy,No,False,21.67,789
01/30/2023,Ramen 2,12,Cloudy,No,False,24.79,123
01/30/2023,Ramen 2,8,Cloudy,No,False,8.63,456
01/30/2023,Ramen 2,18,Cloudy,No,False,24.41,789
01/30/2023,Ramen 3,11,Cloudy,No,False,23.81,123
01/30/2023,Ramen 1,4,Cloudy,No,False,5.54,123
02/10/2023,Tacos 1,14,Cloudy,No,False,21.9,789
02/10/2023,Tacos 2,20,Cloudy,No,False,24.21,123
02/10/2023,Tacos 2,18,Cloudy,No,False,5.99,456
02/10/2023,Tacos 2,5,Cloudy,No,False,13.12,789
02/10/2023,Tacos 3,8,Cloudy,No,False,13.14,123
02/10/2023,Tacos 3,10,Cloudy,No,False,20.72,456
02/10/2023,Steak 1,10,Cloudy,No,False,5.57,456
02/10/2023,Steak 1,6,Cloudy,No,False,22.2,123
02/10/2023,Steak 1,6,Cloudy,No,False,12.75,789
02/10/2023,Steak 2,16,Cloudy,No,False,9.74,123
02/10/2023,Steak 2,5,Cloudy,No,False,10.24,456
02/10/2023,Tacos 1,8,Cloudy,No,False,23.95,456
02/10/2023,Tacos 3,12,Cloudy,No,False,7.19,789
02/10/2023,Tacos 1,3,Cloudy,No,False,10.08,123
02/10/2023,Steak 2,1,Cloudy,No,False,20.72,789
02/10/2023,Ramen 3,2,Cloudy,No,False,23.52,456
02/10/2023,Sushi 1,11,Cloudy,No,False,24.19,123
02/10/2023,Sushi 1,5,Cloudy,No,False,11.91,456
02/10/2023,Sushi 2,3,Cloudy,No,False,24.42,123
02/10/2023,Sushi 2,10,Cloudy,No,False,22.68,456
02/10/2023,Sushi 2,19,Cloudy,No,False,12.69,789
02/10/2023,Ramen 3,19,Cloudy,No,False,18.41,789
02/10/2023,Ramen 1,1,Cloudy,No,False,5.57,456
02/10/2023,Ramen 1,9,Cloudy,No,False,21.4,789
02/10/2023,Ramen 2,0,Cloudy,No,False,5.18,123
02/10/2023,Ramen 2,4,Cloudy,No,False,23.96,456
02/10/2023,Ramen 2,1,Cloudy,No,False,16.81,789
02/10/2023,Ramen 3,0,Cloudy,No,False,12.62,123
02/10/2023,Ramen 1,18,Cloudy,No,False,6.23,123
02/11/2023,Tacos 1,18,Cloudy,No,False,19.44,456
02/11/2023,Tacos 1,1,Cloudy,No,False,5.1,789
02/11/2023,Tacos 2,14,Cloudy,No,False,16.61,123
02/11/2023,Tacos 2,9,Cloudy,No,False,7.15,456
02/11/2023,Tacos 2,8,Cloudy,No,False,9.35,789
02/11/2023,Tacos 3,8,Cloudy,No,False,8.36,123
02/11/2023,Steak 1,10,Cloudy,No,False,18.18,456
02/11/2023,Tacos 3,20,Cloudy,No,False,8.92,789
02/11/2023,Steak 1,20,Cloudy,No,False,13.01,123
02/11/2023,Steak 1,0,Cloudy,No,False,8.75,789
02/11/2023,Steak 2,10,Cloudy,No,False,12.25,123
02/11/2023,Steak 2,7,Cloudy,No,False,16.22,456
02/11/2023,Tacos 1,5,Cloudy,No,False,21.45,123
02/11/2023,Tacos 3,17,Cloudy,No,False,18.9,456
02/11/2023,Steak 2,10,Cloudy,No,False,10.12,789
02/11/2023,Ramen 3,3,Cloudy,No,False,23.88,789
02/11/2023,Ramen 3,1,Cloudy,No,False,17.45,123
02/11/2023,Ramen 3,2,Cloudy,No,False,18.32,456
02/11/2023,Sushi 1,19,Cloudy,No,False,21.28,123
02/11/2023,Sushi 1,20,Cloudy,No,False,23.57,456
02/11/2023,Sushi 1,11,Cloudy,No,False,13.11,789
02/11/2023,Sushi 2,19,Cloudy,No,False,17.42,789
02/11/2023,Sushi 2,12,Cloudy,No,False,6.33,123
02/11/2023,Ramen 1,5,Cloudy,No,False,10.04,456
02/11/2023,Ramen 1,13,Cloudy,No,False,20.47,789
02/11/2023,Ramen 2,20,Cloudy,No,False,21.29,123
02/11/2023,Ramen 2,16,Cloudy,No,False,18.08,456
02/11/2023,Ramen 2,17,Cloudy,No,False,11.36,789
02/11/2023,Ramen 1,9,Cloudy,No,False,10.64,123
02/13/2023,Tacos 1,16,Cloudy,No,False,17.85,789
02/13/2023,Tacos 2,8,Cloudy,No,False,15.62,123
02/13/2023,Tacos 2,20,Cloudy,No,False,5.8,456
02/13/2023,Tacos 3,17,Cloudy,No,False,6.37,123
02/13/2023,Tacos 3,13,Cloudy,No,False,22.11,456
02/13/2023,Steak 1,20,Cloudy,No,False,7.79,456
02/13/2023,Steak 1,18,Cloudy,No,False,15.95,789
02/13/2023,Steak 2,12,Cloudy,No,False,10.22,123
02/13/2023,Steak 2,14,Cloudy,No,False,22.6,456
02/13/2023,Tacos 3,8,Cloudy,No,False,9.93,789
02/13/2023,Tacos 1,3,Cloudy,No,False,14.5,123
02/13/2023,Steak 2,17,Cloudy,No,False,15.18,789
02/13/2023,Ramen 3,17,Cloudy,No,False,9.44,456
02/13/2023,Sushi 1,20,Cloudy,No,False,16.68,123
02/13/2023,Sushi 1,7,Cloudy,No,False,6.79,456
02/13/2023,Sushi 1,0,Cloudy,No,False,13.94,789
02/13/2023,Sushi 2,15,Cloudy,No,False,7.76,456
02/13/2023,Sushi 2,10,Cloudy,No,False,22.72,789
02/13/2023,Ramen 3,20,Cloudy,No,False,10.15,789
02/13/2023,Ramen 1,2,Cloudy,No,False,10.79,456
02/13/2023,Ramen 1,10,Cloudy,No,False,11.59,789
02/13/2023,Ramen 2,16,Cloudy,No,False,6.33,123
02/13/2023,Ramen 2,0,Cloudy,No,False,14.64,456
02/13/2023,Ramen 2,8,Cloudy,No,False,12.39,789
02/13/2023,Ramen 3,11,Cloudy,No,False,23.01,123
02/13/2023,Ramen 1,12,Cloudy,No,False,24.19,123
02/17/2023,Tacos 3,14,Cloudy,No,False,19.52,123
02/17/2023,Tacos 1,7,Cloudy,No,False,19.66,789
02/17/2023,Tacos 2,6,Cloudy,No,False,10.79,123
02/17/2023,Tacos 2,2,Cloudy,No,False,13.73,456
02/17/2023,Tacos 2,13,Cloudy,No,False,12.96,789
02/17/2023,Tacos 3,16,Cloudy,No,False,21.96,456
02/17/2023,Tacos 1,1,Cloudy,No,False,13.37,456
02/17/2023,Steak 1,8,Cloudy,No,False,23.33,123
02/17/2023,Steak 1,18,Cloudy,No,False,11.28,456
02/17/2023,Steak 1,15,Cloudy,No,False,13.48,789
02/17/2023,Steak 2,14,Cloudy,No,False,23.69,123
02/17/2023,Steak 2,10,Cloudy,No,False,10.04,456
02/17/2023,Steak 2,13,Cloudy,No,False,20.62,789
02/17/2023,Tacos 3,18,Cloudy,No,False,16.8,789
02/17/2023,Tacos 1,7,Cloudy,No,False,8.25,123
02/17/2023,Sushi 1,19,Cloudy,No,False,12.79,123
02/17/2023,Ramen 3,15,Cloudy,No,False,5.49,456
02/17/2023,Ramen 3,12,Cloudy,No,False,23.97,789
02/17/2023,Sushi 1,1,Cloudy,No,False,17.75,456
02/17/2023,Sushi 1,7,Cloudy,No,False,15.4,789
02/17/2023,Sushi 2,12,Cloudy,No,False,17.5,123
02/17/2023,Sushi 2,15,Cloudy,No,False,12.03,789
02/17/2023,Ramen 1,1,Cloudy,No,False,22.14,123
02/17/2023,Sushi 2,15,Cloudy,No,False,18.85,456
02/17/2023,Ramen 1,7,Cloudy,No,False,18.1,789
02/17/2023,Ramen 2,1,Cloudy,No,False,18.26,123
02/17/2023,Ramen 2,16,Cloudy,No,False,23.2,456
02/17/2023,Ramen 2,13,Cloudy,No,False,9.96,789
02/17/2023,Ramen 3,18,Cloudy,No,False,14.34,123
02/17/2023,Ramen 1,4,Cloudy,No,False,17.27,456
02/19/2023,Tacos 2,13,Cloudy,No,False,24.9,123
02/19/2023,Tacos 2,18,Cloudy,No,False,13.8,456
02/19/2023,Tacos 2,17,Cloudy,No,False,15.67,789
02/19/2023,Tacos 3,5,Cloudy,No,False,12.66,123
02/19/2023,Tacos 3,18,Cloudy,No,False,10.77,456
02/19/2023,Steak 1,7,Cloudy,No,False,10.58,789
02/19/2023,Steak 1,12,Cloudy,No,False,17.28,456
02/19/2023,Steak 2,4,Cloudy,No,False,10.79,123
02/19/2023,Steak 2,13,Cloudy,No,False,5.7,456
02/19/2023,Steak 2,17,Cloudy,No,False,5.01,789
02/19/2023,Tacos 1,1,Cloudy,No,False,20.53,789
02/19/2023,Steak 1,4,Cloudy,No,False,10.17,123
02/19/2023,Tacos 1,12,Cloudy,No,False,14.31,456
02/19/2023,Tacos 1,7,Cloudy,No,False,21.72,123
02/19/2023,Sushi 1,11,Cloudy,No,False,20.35,123
02/19/2023,Ramen 3,17,Cloudy,No,False,6.39,789
02/19/2023,Sushi 1,0,Cloudy,No,False,20.2,456
02/19/2023,Sushi 1,8,Cloudy,No,False,12.74,789
02/19/2023,Sushi 2,1,Cloudy,No,False,7.99,123
02/19/2023,Sushi 2,6,Cloudy,No,False,24.17,789
02/19/2023,Ramen 1,15,Cloudy,No,False,12.36,123
02/19/2023,Sushi 2,13,Cloudy,No,False,20.58,456
02/19/2023,Ramen 1,2,Cloudy,No,False,23.49,789
02/19/2023,Ramen 2,11,Cloudy,No,False,21.56,123
02/19/2023,Ramen 2,7,Cloudy,No,False,10.08,456
02/19/2023,Ramen 2,14,Cloudy,No,False,17.27,789
02/19/2023,Ramen 3,9,Cloudy,No,False,15.5,123
02/19/2023,Ramen 3,5,Cloudy,No,False,16.63,456
02/28/2023,Tacos 3,0,Cloudy,No,False,23.71,123
02/28/2023,Tacos 1,12,Cloudy,No,False,20.63,789
02/28/2023,Tacos 2,14,Cloudy,No,False,19.17,123
02/28/2023,Tacos 2,19,Cloudy,No,False,10.8,456
02/28/2023,Tacos 2,12,Cloudy,No,False,21.23,789
02/28/2023,Tacos 3,6,Cloudy,No,False,20.23,456
02/28/2023,Steak 2,1,Cloudy,No,False,11.48,789
02/28/2023,Steak 1,8,Cloudy,No,False,20.18,123
02/28/2023,Steak 1,8,Cloudy,No,False,16.25,789
02/28/2023,Steak 2,12,Cloudy,No,False,16.68,123
02/28/2023,Steak 2,0,Cloudy,No,False,23.48,456
02/28/2023,Tacos 1,0,Cloudy,No,False,23.38,456
02/28/2023,Tacos 3,10,Cloudy,No,False,16.12,789
02/28/2023,Tacos 1,4,Cloudy,No,False,16.71,123
02/28/2023,Steak 1,3,Cloudy,No,False,10.66,456
02/28/2023,Ramen 3,0,Cloudy,No,False,9.69,456
02/28/2023,Ramen 3,1,Cloudy,No,False,12.03,789
02/28/2023,Sushi 1,4,Cloudy,No,False,8.37,456
02/28/2023,Sushi 1,10,Cloudy,No,False,18.54,789
02/28/2023,Sushi 2,17,Cloudy,No,False,5.53,123
02/28/2023,Sushi 2,4,Cloudy,No,False,19.94,456
02/28/2023,Sushi 2,7,Cloudy,No,False,16.13,789
02/28/2023,Sushi 1,9,Cloudy,No,False,5.66,123
02/28/2023,Ramen 1,19,Cloudy,No,False,7.08,456
02/28/2023,Ramen 1,6,Cloudy,No,False,20.9,789
02/28/2023,Ramen 2,1,Cloudy,No,False,16.61,123
02/28/2023,Ramen 2,12,Cloudy,No,False,7.98,456
02/28/2023,Ramen 2,10,Cloudy,No,False,9.98,789
02/28/2023,Ramen 3,1,Cloudy,No,False,12.35,123
02/28/2023,Ramen 1,2,Cloudy,No,False,23.06,123
03/10/2023,Tacos 1,10,Cloudy,No,False,23.59,789
03/10/2023,Tacos 2,5,Cloudy,No,False,19.6,123
03/10/2023,Tacos 2,9,Cloudy,No,False,9.94,456
03/10/2023,Tacos 2,2,Cloudy,No,False,18.23,789
03/10/2023,Tacos 3,3,Cloudy,No,False,9.0,123
03/10/2023,Tacos 3,2,Cloudy,No,False,15.12,456
03/10/2023,Steak 1,17,Cloudy,No,False,15.1,456
03/10/2023,Steak 1,18,Cloudy,No,False,15.41,123
03/10/2023,Steak 2,16,Cloudy,No,False,15.94,123
03/10/2023,Tacos 1,15,Cloudy,No,False,18.81,456
03/10/2023,Tacos 3,10,Cloudy,No,False,5.33,789
03/10/2023,Tacos 1,2,Cloudy,No,False,21.7,123
03/10/2023,Steak 2,0,Cloudy,No,False,7.23,789
03/10/2023,Ramen 3,20,Cloudy,No,False,13.78,456
03/10/2023,Sushi 1,10,Cloudy,No,False,23.47,123
03/10/2023,Sushi 1,12,Cloudy,No,False,20.95,456
03/10/2023,Sushi 1,7,Cloudy,No,False,16.72,789
03/10/2023,Sushi 2,13,Cloudy,No,False,16.17,123
03/10/2023,Sushi 2,19,Cloudy,No,False,18.11,456
